Date,Year,Month,Day,PM2.5,PM10,CO,SO2,NO2,1hO3,8hO3,WD,WS,Temp,RH,sea-level-pres,6hr-precip,dewpoint,visibility,City,lon,lat
7/11/13,2013,07,11,39.7053,58.8274,902,6.895,20.5285,119.9333,98.5185,357.6515,1.295,27.5625,86.3885,83.5,5.2,24.925,15.25,Guangzhou,23.120049,113.30765
7/12/13,2013,07,12,56.5391,81.6647,883,10.4848,21.3952,132.9067,115.2066,347.071,1.3627,29.475,79.6671,50.125,0,25.075,13.375,Guangzhou,23.120049,113.30765
7/13/13,2013,07,13,71.5747,97.9576,992,12.8873,21.9105,97.5333,84.9479,320.2598,1.3802,30.7875,74.0505,377.125,0,25.1,12.5,Guangzhou,23.120049,113.30765
7/14/13,2013,07,14,34.2664,44.1121,818,5.0042,13.112,52.15,41.3219,207.1531,1.7843,29.0625,80.1698,41.75,0,25.225,17.25,Guangzhou,23.120049,113.30765
7/15/13,2013,07,15,21.0926,31.4848,860,4.9131,16.5274,29.05,18.1646,91.3832,0.7595,24.9,96.4312,83.5,15.5,24.2875,12.75,Guangzhou,23.120049,113.30765
7/16/13,2013,07,16,26.4383,37.103,736,6.946,16.8876,46.3037,23.1123,123.9619,1.1245,25.7375,92.3738,84.5,5.6,24.35,11.25,Guangzhou,23.120049,113.30765
7/17/13,2013,07,17,22.9081,40.1166,806,6.6727,15.6448,45.7333,22.1302,127.8676,1.7368,25.65,89.9779,71.25,2.505,23.825,19.5,Guangzhou,23.120049,113.30765
7/18/13,2013,07,18,29.8445,42.5847,743,6.8998,20.804,59.7333,42.3012,61.6624,0.7158,27,83.4321,52,0.1,23.725,20.625,Guangzhou,23.120049,113.30765
7/19/13,2013,07,19,38.4643,48.97,827,7.6147,20.1728,88.7091,61.0821,95.1988,1.9944,27.3375,87.2559,59.625,3.1333,24.9,16.25,Guangzhou,23.120049,113.30765
7/20/13,2013,07,20,17.4764,33.488,709,5.7108,13.7172,29.12,16.6075,72.344,0.7034,25.5625,93.4741,75.5,6.2775,24.4,15.25,Guangzhou,23.120049,113.30765
7/21/13,2013,07,21,28.5942,37.8571,860,6.4106,16.9405,70.7259,39.6556,65.6817,1.2681,26.025,92.0377,75,16.2,24.5375,14.25,Guangzhou,23.120049,113.30765
7/22/13,2013,07,22,26.1923,39.7508,728,8.1009,17.4906,81.6667,40.4167,75.2038,0.4092,26.725,88.8535,83.125,0.8,24.4875,16.5,Guangzhou,23.120049,113.30765
7/23/13,2013,07,23,27.0343,36.843,766,7.52,17.7304,41.125,25.3618,71.3562,1.1579,27.825,86.2775,85.875,0,25.175,19.75,Guangzhou,23.120049,113.30765
7/24/13,2013,07,24,18.0125,28.4715,611,6.1515,13.585,17.22,11.1767,66.9946,1.3099,26.4375,90.097,71.125,1.55,24.6125,20.125,Guangzhou,23.120049,113.30765
7/25/13,2013,07,25,17.5138,25.4084,687,5.0861,14.6437,50.0606,23.625,118.6427,2.2679,25.5,94.2433,41,7.7333,24.5,16.25,Guangzhou,23.120049,113.30765
7/26/13,2013,07,26,13.713,23.4376,607,3.1731,14.7083,21.4242,14.4189,136.9172,2.4454,25.1,94.5786,45.75,10.75,24.15,18.125,Guangzhou,23.120049,113.30765
7/27/13,2013,07,27,16.6661,25.551,596,3.7507,15.7072,28.1867,18.3167,128.2598,2.0298,26.45,92.2669,59.875,7,25.025,16.875,Guangzhou,23.120049,113.30765
7/28/13,2013,07,28,16.2338,29.5518,648,4.3214,14.0985,39.1533,22.8706,127.0418,1.8789,26.575,88.4783,79.25,3.005,24.35,17.625,Guangzhou,23.120049,113.30765
7/29/13,2013,07,29,,86,,,,,,33.7963,0.3548,27.575,85.0513,85.625,0,24.5625,18.125,Guangzhou,23.120049,113.30765
7/30/13,2013,07,30,47.3099,60.1609,871,7.7715,24.1233,121.3333,82.0654,342.9875,0.8013,28.5625,82.744,63.375,0,24.9375,12.375,Guangzhou,23.120049,113.30765
7/31/13,2013,07,31,26.4306,41.1115,703,5.3989,15.4439,72.0533,48.4109,57.7609,1.3777,28.5375,79.639,49.625,0.01,24.3375,20.875,Guangzhou,23.120049,113.30765
8/1/13,2013,08,01,17.6125,35.9044,621,4.7067,9.7976,40.1334,25.2158,60.946,2.3803,27.475,81.7181,46.875,0.4,23.9,21.375,Guangzhou,23.120049,113.30765
8/2/13,2013,08,02,20.5634,35.4435,686,4.7152,14.7438,48.0667,32.1708,59.2214,1.3212,26.9286,85.1279,48,10.4,24.0286,19.7143,Guangzhou,23.120049,113.30765
8/3/13,2013,08,03,17.2355,30.022,631,4.6713,13.8229,19.04,12.6933,113.1295,2.0102,26.8625,91.1649,97.625,1.7,25.275,21.875,Guangzhou,23.120049,113.30765
8/4/13,2013,08,04,22.8975,39.7433,702,6.0211,14.3084,50.2133,42.8867,160.4086,1.5905,28.55,79.0026,115.75,0,24.1375,20.75,Guangzhou,23.120049,113.30765
8/5/13,2013,08,05,35.7354,51.9792,786,8.2316,18.4762,115.5212,87.128,359.9563,0.6332,28.325,80.4282,94,0,24.125,15,Guangzhou,23.120049,113.30765
8/6/13,2013,08,06,22.6777,36.6919,749,6.1136,14.1468,55.825,40.8844,155.1092,0.8629,28.9125,77.5772,87.25,0,24.1875,19,Guangzhou,23.120049,113.30765
8/7/13,2013,08,07,17.9714,37.5939,669,6.573,13.2678,57.4,38.1753,82.0536,1.0808,28.3125,84.4316,101.875,3.505,25.225,19.875,Guangzhou,23.120049,113.30765
8/8/13,2013,08,08,21.4923,40.9067,765,6.6598,16.3324,72.1778,50.8197,148.1781,0.1783,28.0429,82.922,107,2,24.4714,19.4286,Guangzhou,23.120049,113.30765
8/9/13,2013,08,09,53,80.6006,,,,,,345.4857,1.1324,29.3125,78.7232,89.125,0,24.7,19.875,Guangzhou,23.120049,113.30765
8/10/13,2013,08,10,52.8627,82.8692,872,11.637,21.1686,117.6933,93.2428,56.7843,1.4889,28.7125,80.6571,83.625,0.01,24.8375,14.625,Guangzhou,23.120049,113.30765
8/11/13,2013,08,11,28.0564,48.03,746,10.1075,19.2535,94.2242,72.8136,33.7597,0.964,28.75,72.8304,90.5,0,22.9375,21.625,Guangzhou,23.120049,113.30765
8/12/13,2013,08,12,27.4001,50.1989,782,6.802,17.2187,87.0593,66.0157,36.1145,1.4931,29.4875,76.0059,67.375,0,24.125,20.125,Guangzhou,23.120049,113.30765
8/13/13,2013,08,13,37.1867,47.0532,776,7.9576,18.9087,48.0667,37.3669,40.0443,2.3057,27.2875,86.6411,35.125,0.305,24.7875,16.5,Guangzhou,23.120049,113.30765
8/14/13,2013,08,14,10.181,21.7257,625,2.826,8.6604,23.2485,17.5919,82.5275,4.089,25.6875,91.8614,496.125,4.025,24.25,20,Guangzhou,23.120049,113.30765
8/15/13,2013,08,15,11.5271,25.0869,589,1.5975,10.7519,21.4242,19.1404,151.7916,5.3777,26.1125,94.2484,136.125,24.5,25.1125,14.625,Guangzhou,23.120049,113.30765
8/16/13,2013,08,16,14.0439,23.6619,763,2.6304,15.0335,22.26,14.7525,164.8916,3.5096,26.15,96.4064,868.125,24.25,25.525,13.25,Guangzhou,23.120049,113.30765
8/17/13,2013,08,17,20.2527,41.0155,737,4.3706,18.751,25.2,17.78,126.3044,1.5667,26.225,95.6337,862,1.1525,25.4625,12,Guangzhou,23.120049,113.30765
8/18/13,2013,08,18,21.7816,40.2957,780,6.8304,16.0514,22.0267,15.1939,100.0427,2.0206,25.4,97.5701,11,11.3333,24.9857,12.8571,Guangzhou,23.120049,113.30765
8/19/13,2013,08,19,30.421,55.3772,857,6.6052,21.2187,47.1917,23.4694,41.5246,1.2092,26.7625,92.1433,142.375,12,25.25,17.25,Guangzhou,23.120049,113.30765
8/20/13,2013,08,20,,,,,,,,17.421,1.0862,27.125,91.4677,259.875,6,25.4375,13.625,Guangzhou,23.120049,113.30765
8/21/13,2013,08,21,53.6296,78.8174,897,7.2497,25.1855,83.3778,58.2315,326.8345,1.9144,28.05,87.0768,612.5,0.4,25.5125,12,Guangzhou,23.120049,113.30765
8/22/13,2013,08,22,,87.0556,,,,,,244.6126,0.9425,27.95,86.2962,958.375,0.055,25.375,12.75,Guangzhou,23.120049,113.30765
8/23/13,2013,08,23,35.25,57.8919,793,6.23,23.2278,53.0667,35.7,172.4566,3.0995,26.75,90.5968,859,11.97,25.0375,13.375,Guangzhou,23.120049,113.30765
8/24/13,2013,08,24,23.087,43.5259,786,3.725,18.2053,31.6167,22.4778,133.6549,2.0853,26.525,94.5203,34.375,9.0333,25.5625,14.375,Guangzhou,23.120049,113.30765
8/25/13,2013,08,25,28.8087,55.5447,824,8.9435,20.4776,49.6533,25.725,64.4464,0.976,26.475,94.1015,72.625,0.4,25.3875,15.25,Guangzhou,23.120049,113.30765
8/26/13,2013,08,26,38.7448,69.9537,857,8.5871,22.1496,101.163,68.4457,7.1046,1.341,27.8125,86.3798,70.25,0,25.0125,17.375,Guangzhou,23.120049,113.30765
8/27/13,2013,08,27,40.0141,73.9388,875,12.1531,22.6432,124.3667,90.9854,27.7394,0.3553,29.1875,79.4507,60.25,0,24.65,15.75,Guangzhou,23.120049,113.30765
8/28/13,2013,08,28,,,,,,,,169.7382,0.0606,29.4875,79.017,50,0,24.925,15,Guangzhou,23.120049,113.30765
8/29/13,2013,08,29,45.7613,85.4952,867,10.2624,21.0193,99.54,87.465,326.645,0.6692,30.025,79.5908,38.125,0,25.65,16.125,Guangzhou,23.120049,113.30765
8/30/13,2013,08,30,38.6462,66.6754,988,6.4994,27.2468,52.0593,46.7926,8.8119,2.1343,26.1625,91.0998,63.25,4.9,24.5625,14.125,Guangzhou,23.120049,113.30765
8/31/13,2013,08,31,41.7782,66.1514,914,5.7542,23.7748,42.84,28.84,359.3382,0.9347,25.9125,91.5051,72.875,4.4333,24.375,13.1429,Guangzhou,23.120049,113.30765
9/1/13,2013,09,01,61.9235,87.2647,"1,018",10.1999,24.2607,116.3556,82.1333,161.5083,0.76,26.9,79.8776,232.1667,2,22.9125,5.94,Guangzhou,23.120049,113.30765
9/2/13,2013,09,02,42.5494,65.3417,897,8.2212,21.3714,81.2518,54.8225,80.0164,0.9676,26.6,80.9423,100.75,8.3667,22.7875,7.44,Guangzhou,23.120049,113.30765
9/3/13,2013,09,03,24.2375,43.4489,817,7.286,18.9555,28.2333,24.3931,27.9344,1.2567,24.8125,91.2771,85.125,12.6667,23.2875,4.525,Guangzhou,23.120049,113.30765
9/4/13,2013,09,04,23.8402,44.8413,695,6.0491,17.2183,20.1939,14.9917,102.5121,2.7073,24.2,96.9002,89,16.9667,23.675,5.3,Guangzhou,23.120049,113.30765
9/5/13,2013,09,05,41.6449,74.1742,692,8.1988,22.0925,67.5818,44.9962,103.8797,1.604,25.125,86.8456,109,0,22.7125,10,Guangzhou,23.120049,113.30765
9/6/13,2013,09,06,50.597,85.7538,788,10.2552,25.2904,123.9933,93.8775,30.8313,1.0691,26.675,84.2176,131.75,0,23.4625,11.5,Guangzhou,23.120049,113.30765
9/7/13,2013,09,07,51.4208,85.1145,863,6.0223,20.9229,76.7879,59.2596,360,1.8448,27.1875,84.534,136.375,0,24.075,8.2,Guangzhou,23.120049,113.30765
9/8/13,2013,09,08,54.5818,86.3366,811,5.9014,19.9926,61.74,47.2733,10.2117,1.2669,27.8,82.2339,138.5,0,24.1375,9.75,Guangzhou,23.120049,113.30765
9/9/13,2013,09,09,54.0278,85.3433,840,8.9847,23.2285,99.697,81.1207,34.748,0.5729,28.225,80.8683,122.875,0,24.125,12.56,Guangzhou,23.120049,113.30765
9/10/13,2013,09,10,,,,,,,,77.7462,0.5785,28.6625,76.9311,104.625,0,23.6875,21.4,Guangzhou,23.120049,113.30765
9/11/13,2013,09,11,36.6172,67.4032,718,7.9851,20.8052,94.0593,74.4269,33.1942,1.3011,28.2,78.5182,108.75,0,23.625,22.4,Guangzhou,23.120049,113.30765
9/12/13,2013,09,12,46.9385,75.3578,765,8.9809,23.1906,101.837,80.7333,7.878,0.5862,27.95,82.2582,113.5,0.8,24.175,13.6,Guangzhou,23.120049,113.30765
9/13/13,2013,09,13,45.6534,76.1639,805,7.4779,21.7797,77.6533,48.825,359.1792,0.7199,27.2375,83.6153,98.125,0,23.9,22.2,Guangzhou,23.120049,113.30765
9/14/13,2013,09,14,27.272,52.4532,608,7.5039,18.054,54.6933,44.9178,9.3184,1.6512,27.7875,82.3466,68.5,0,24.1875,22.8,Guangzhou,23.120049,113.30765
9/15/13,2013,09,15,41.7016,66.5917,731,7.9058,20.3553,63.42,49.3656,30.3887,1.5084,28.6286,78.5298,58.1429,0,24.0143,23.25,Guangzhou,23.120049,113.30765
9/16/13,2013,09,16,34.125,59.5799,630,6.3583,17.4817,80.5,65.0883,42.6561,1.1566,27.5667,78.9278,80.8333,0,23.0333,22.5,Guangzhou,23.120049,113.30765
9/17/13,2013,09,17,48.5303,89.2847,659,7.8822,20.4669,94.5636,81.6614,21.6206,0.9619,27.5143,72.0994,80.4286,0,20.9286,21.8,Guangzhou,23.120049,113.30765
9/18/13,2013,09,18,42.5274,82.9135,641,6.7887,18.1366,80.1394,68.3659,44.0802,1.3158,25.9167,76.6995,89.3333,0,20.9,24.3333,Guangzhou,23.120049,113.30765
9/19/13,2013,09,19,32.3529,59.6471,612,4.6529,14.3175,55.7333,48.0571,25.7484,1.8675,26.6,73.4433,83,0,20.9167,30,Guangzhou,23.120049,113.30765
9/20/13,2013,09,20,37.6873,64.7638,677,7.8761,18.8229,52.7333,43.1235,352.404,2.5874,28.125,76.9742,63,0,23.125,24.8,Guangzhou,23.120049,113.30765
9/21/13,2013,09,21,42.0913,79.4022,647,7.1857,18.9895,68.4133,57.8133,353.2368,4.7194,28.9625,64.2939,512.875,0,20.9375,27.6,Guangzhou,23.120049,113.30765
9/22/13,2013,09,22,45.553,84.1956,695,7.0145,17.698,35.56,27.8133,346.3849,4.9977,26.95,77.6646,948.625,1.4,22.525,20.2,Guangzhou,23.120049,113.30765
9/23/13,2013,09,23,51.6772,71.1349,766,2.1096,11.9954,52.6867,44.4325,153.9244,3.4314,26.425,91.8727,711.5,26,24.95,4.625,Guangzhou,23.120049,113.30765
9/24/13,2013,09,24,36.4914,55.7655,741,5.1267,16.1123,63.6788,42.8856,104.1255,1.505,27.0125,88.0736,64.5,8.5,24.725,24.2,Guangzhou,23.120049,113.30765
9/25/13,2013,09,25,23.8649,44.9856,767,5.3472,15.7382,50.7111,34.7407,1.8963,1.9314,26.35,85.1383,102.125,0.1,23.4,22,Guangzhou,23.120049,113.30765
9/26/13,2013,09,26,22.2468,36.6461,815,3.1429,11.8034,45.837,36.1991,2.411,3.8199,23.4,80.5134,136.5,2.45,19.7375,30,Guangzhou,23.120049,113.30765
9/27/13,2013,09,27,29.788,53.6721,797,4.0884,16.6608,76.2222,61.1333,354.6389,2.0568,24.3875,76.7946,123.875,0,19.7875,15,Guangzhou,23.120049,113.30765
9/28/13,2013,09,28,40.4524,61.8247,720,4.2496,15.4568,53.7133,43.2367,9.6322,2.9737,24.45,80.7671,98.375,0,20.775,9.4,Guangzhou,23.120049,113.30765
9/29/13,2013,09,29,36.8657,57.2585,703,2.5526,15.3839,30.1259,22.962,2.602,3.2287,23.2857,79.8653,94.4286,0,19.5857,8.2,Guangzhou,23.120049,113.30765
9/30/13,2013,09,30,,,,,,,,352.8954,2.6819,23.05,90.2126,110.625,0.5333,21.3375,6.3,Guangzhou,23.120049,113.30765
10/1/13,2013,10,01,54.7563,75.3628,865,5.5131,21.8621,61.9333,36.2445,357.8706,2.3012,26.375,77.7414,129.125,0,21.8875,9.56,Guangzhou,23.120049,113.30765
10/2/13,2013,10,02,52.537,81.5956,686,5.4046,20.3831,72.8933,64.6708,356.1521,2.702,25.5375,64.1046,132.25,0,17.25,15.8,Guangzhou,23.120049,113.30765
10/3/13,2013,10,03,64.902,104.6453,706,5.9607,20.205,85.54,77.1945,349.7176,2.2796,23.7375,72.5601,135.125,0,17.8875,9.8,Guangzhou,23.120049,113.30765
10/4/13,2013,10,04,81.033,119.5807,778,7.3824,25.1208,92.037,79.8389,355.1561,1.9031,23.225,74.4156,124,0,17.7375,7.775,Guangzhou,23.120049,113.30765
10/5/13,2013,10,05,63.1739,95.029,704,7.634,26.7236,88.6667,73.8593,354.8644,2.2729,22.775,69.6942,110.625,0,15.8875,13.2,Guangzhou,23.120049,113.30765
10/6/13,2013,10,06,57.0447,92.4071,691,9.3933,26.5791,82.8592,71.8537,355.8524,2.7417,23.85,59.747,101.625,0,14.85,17,Guangzhou,23.120049,113.30765
10/7/13,2013,10,07,85.3187,122.5377,775,8.0286,20.8935,72.4889,63.3593,350.3259,3.8162,25.35,62.924,75.875,0,17.5375,9.4,Guangzhou,23.120049,113.30765
10/8/13,2013,10,08,,,,,,,,353.468,2.8706,24.45,70.8333,91.25,0,18.775,8.56,Guangzhou,23.120049,113.30765
10/9/13,2013,10,09,52.7037,70.05,882,5.3929,18.9061,51.24,33.565,1.8195,2.5305,24.8,81.5667,113.625,2,21.3,15.4,Guangzhou,23.120049,113.30765
10/10/13,2013,10,10,45.5152,63.6686,875,4.6693,22.6651,62.8727,47.2977,358.9384,2.3076,25.6125,83.9073,130.875,3,22.3625,10.75,Guangzhou,23.120049,113.30765
10/11/13,2013,10,11,44.7007,66.8968,801,5.1463,20.3408,55.3636,46.922,356.6129,2.1709,26.6875,76.911,120.375,0,21.875,15.75,Guangzhou,23.120049,113.30765
10/12/13,2013,10,12,50.4027,70.2756,757,5.364,21.3313,64.68,51.0767,27.4355,1.5511,26.35,78.1212,109.375,0,21.7125,7.6,Guangzhou,23.120049,113.30765
10/13/13,2013,10,13,65.5672,103.7027,774,8.2745,21.3184,73.5637,61.0167,18.0601,1.2915,26.0125,76.7838,110.125,0,21.075,11.25,Guangzhou,23.120049,113.30765
10/14/13,2013,10,14,53.961,90.6347,753,8.8838,26.3145,60.0303,48.3727,22.782,1.5872,24.45,83.077,117.25,0,21.1375,11,Guangzhou,23.120049,113.30765
10/15/13,2013,10,15,43.4926,68.1912,929,5.4842,17.5925,62.2667,57.6555,357.9731,2.2718,25.325,69.5546,138.375,0,18.9125,15.6,Guangzhou,23.120049,113.30765
10/16/13,2013,10,16,,,,,,,,2.3986,2.1894,22.65,70.4516,182,0,16.9375,5.4333,Guangzhou,23.120049,113.30765
10/17/13,2013,10,17,62.5555,77.9169,"2,102",4.5859,17.0119,59.5467,49.7633,19.8525,1.746,22.4625,74.9242,195.75,0,17.5625,8.75,Guangzhou,23.120049,113.30765
10/18/13,2013,10,18,64.6405,94.853,,,,,,347.0024,2.8055,21.825,72.6329,194.25,0,16.525,12,Guangzhou,23.120049,113.30765
10/19/13,2013,10,19,77.0706,106.1979,830,8.5746,22.0139,74.48,61.2772,355.8726,2.97,22.2125,66.9183,187.75,0,15.5375,10,Guangzhou,23.120049,113.30765
10/20/13,2013,10,20,82.4348,106.3237,883,7.7169,20.8721,82.963,67.8824,358.1585,2.6609,22.4375,68.2352,169.25,0,15.95,9.25,Guangzhou,23.120049,113.30765
10/21/13,2013,10,21,77.2376,93.0735,768,5.7484,16.8227,74.06,59.6828,4.4052,3.3396,22.625,68.7981,160.375,0,16.3375,8.3333,Guangzhou,23.120049,113.30765
10/22/13,2013,10,22,74.9872,96.9704,732,7.0177,23.8999,75.6,52.3963,347.9803,3.0794,22.675,65.6259,165.5,0,15.35,9.75,Guangzhou,23.120049,113.30765
10/23/13,2013,10,23,87.7704,116.8039,,,,,,1.0009,3.419,21.6125,51.9487,153.625,0,10.225,9.8,Guangzhou,23.120049,113.30765
10/24/13,2013,10,24,,,,,,,,353.9735,4.0721,22.05,41.6555,140.875,0,8.05,13.8,Guangzhou,23.120049,113.30765
10/25/13,2013,10,25,65.287,100.7067,684,5.3667,9.0087,87.7333,85.7889,6.9853,3.5154,20.9125,42.2554,163.875,0,6.5625,10.8,Guangzhou,23.120049,113.30765
10/26/13,2013,10,26,,,,,,,,0.5748,2.2054,18.3875,49.0362,190.375,0,6.4875,11.6,Guangzhou,23.120049,113.30765
10/27/13,2013,10,27,80.6501,127.0298,878,12.3638,38.6609,99.3481,83.825,21.0363,1.6651,17.85,68.5294,190,0,10.625,11.4,Guangzhou,23.120049,113.30765
10/28/13,2013,10,28,103.0036,145.4049,"1,017",11.0855,48.917,102.0834,79.6736,357.6786,1.4613,19.1375,76.6419,189.125,0,14.0625,8.475,Guangzhou,23.120049,113.30765
10/29/13,2013,10,29,91.4656,128.5844,945,10.7539,38.7573,85.6333,67.4917,356.8762,1.2155,20.9375,78.0164,188.75,0,16.5375,8.3,Guangzhou,23.120049,113.30765
10/30/13,2013,10,30,90.378,129.1538,917,12.8597,36.5681,94.7852,76.7969,357.2751,1.0078,22.5375,77.7865,171,0,18,8.85,Guangzhou,23.120049,113.30765
10/31/13,2013,10,31,71.7785,103.8912,960,8.696,38.2309,96.6667,80.5936,7.9268,1.1416,22.9875,77.8197,167.625,0,18.025,10.2,Guangzhou,23.120049,113.30765
11/1/13,2013,11,01,75.0251,94.9742,821,7.1333,25.661,83.0083,69.3583,355.6998,2.2119,23.375,74.2209,148,0,17.875,9.5,Guangzhou,23.120049,113.30765
11/2/13,2013,11,02,,,,,,,,0.5878,4.1673,24.65,64.7764,131.5,0,17.5,8.4,Guangzhou,23.120049,113.30765
11/3/13,2013,11,03,,,,,,,,1.7907,4.1044,24.6875,64.6886,148.125,0,17.5,8,Guangzhou,23.120049,113.30765
11/4/13,2013,11,04,,,,,,,,12.3301,3.2033,22.6125,69.0266,187.375,0,16.625,7,Guangzhou,23.120049,113.30765
11/5/13,2013,11,05,,57.6471,,,,,,358.2093,2.7363,19.7375,93.5134,200.125,6,18.625,2.975,Guangzhou,23.120049,113.30765
11/6/13,2013,11,06,48.6474,87.9873,"1,063",3.2677,24.1406,48.8133,37.0033,352.7734,2.2971,22.5875,83.506,188.75,0,19.375,10.2,Guangzhou,23.120049,113.30765
11/7/13,2013,11,07,66.4193,90.0602,902,5.4436,24.8719,67.1533,55.1075,4.0945,1.5729,22.75,76.2685,176.75,0,17.75,8.4,Guangzhou,23.120049,113.30765
11/8/13,2013,11,08,74.5443,102.4718,944,7.2203,31.0524,61.2267,44.8684,14.8652,0.8863,23.2375,85.9184,165.625,0,20.5,6.4,Guangzhou,23.120049,113.30765
11/9/13,2013,11,09,70.0167,98.231,936,7.3752,30.3424,57.8083,44.9993,8.1159,1.5077,23.925,82.8221,151.5,0,20.375,8.88,Guangzhou,23.120049,113.30765
11/10/13,2013,11,10,41.3182,66.4635,683,5.0368,17.0012,21.28,17.5642,7.7111,1.7965,24.825,83.1624,150.75,0.35,21.75,12,Guangzhou,23.120049,113.30765
11/11/13,2013,11,11,,,,,,,,114.1508,2.0582,25.075,77.8749,137.125,0,20.875,11.8,Guangzhou,23.120049,113.30765
11/12/13,2013,11,12,8.8235,22,,,,,,27.9117,2.3167,20.475,88.5761,12736.375,7,18.425,9.06,Guangzhou,23.120049,113.30765
11/13/13,2013,11,13,14.5272,26.3983,931,2.8257,13.1809,16.4733,9.7142,358.3121,4.3543,15.9125,91.577,160.375,0.9333,14.5,22.44,Guangzhou,23.120049,113.30765
11/14/13,2013,11,14,,48.0293,,,,,,352.4371,3.5732,16.75,86.1111,191.125,0.5,14.375,14,Guangzhou,23.120049,113.30765
11/15/13,2013,11,15,33.3554,51.0423,842,4.0439,16.5551,54.2606,41.0162,2.5352,2.8996,18.4625,71.3856,198.5,0,13,15.6,Guangzhou,23.120049,113.30765
11/16/13,2013,11,16,47.4177,76.6273,873,4.5787,21.2206,57.68,42.6358,6.1008,2.7188,18.2125,69.1932,195.625,0,12.25,9.8,Guangzhou,23.120049,113.30765
11/17/13,2013,11,17,,,,,,,,353.1414,2.3765,18.2125,59.5348,196.625,0,9.875,12.8,Guangzhou,23.120049,113.30765
11/18/13,2013,11,18,52.6689,103.0521,765,5.5136,24.7714,58.38,49.5042,11.2899,1.6847,17.5875,59.0866,213.25,0,8.375,13.6,Guangzhou,23.120049,113.30765
11/19/13,2013,11,19,60.817,121.7799,750,6.3902,31.1303,43.4848,34.1144,1.2341,1.6825,16.9375,65.7129,217,0,10,10.4,Guangzhou,23.120049,113.30765
11/20/13,2013,11,20,86.3044,152.7208,935,9.7127,41.6614,56.8867,45.0742,354.198,1.1244,16.875,73.7522,200.5,0,11.625,8,Guangzhou,23.120049,113.30765
11/21/13,2013,11,21,77.8687,134.1965,919,9.5883,41.2197,61.1917,49.5153,12.7317,1.5224,18.05,70.9458,188.25,0,12,11.6,Guangzhou,23.120049,113.30765
11/22/13,2013,11,22,97.2478,140.3519,"1,020",11.1975,44.3724,68.4444,50.7759,358.2645,1.8079,20.0286,71.4104,186.8571,0.1,13.7143,10.98,Guangzhou,23.120049,113.30765
11/23/13,2013,11,23,84.7525,125.8876,796,10.657,40.7336,97.9417,75.1656,24.9067,1.2273,20.35,78.8556,172.875,0,16.125,7.525,Guangzhou,23.120049,113.30765
11/24/13,2013,11,24,49.332,74.0577,774,7.2242,30.9902,46.2667,29.5738,353.4172,3.7294,19.5375,84.34,151.75,1.125,16.625,9.375,Guangzhou,23.120049,113.30765
11/25/13,2013,11,25,26.5573,58.8703,681,3.8424,22.6216,48.3259,40.7056,358.1632,2.3308,15.4375,55.5389,166.5,0,5.875,22.4,Guangzhou,23.120049,113.30765
11/26/13,2013,11,26,46.506,90.3413,839,8.2833,35.1562,55.4296,42.6815,346.1584,1.4985,16.0375,64.5696,174.5,0,8.625,15.8,Guangzhou,23.120049,113.30765
11/27/13,2013,11,27,,,,,,,,0.9245,3.988,14.5875,86.9001,199.625,2.05,12.375,6.95,Guangzhou,23.120049,113.30765
11/28/13,2013,11,28,,,,,,,,6.1015,2.7094,12.8625,69.1257,255.25,2,6.375,15.6,Guangzhou,23.120049,113.30765
11/29/13,2013,11,29,,,,,,,,4.1877,1.8232,11.5143,57.4043,255.5714,0,1.8571,22.4,Guangzhou,23.120049,113.30765
11/30/13,2013,11,30,,,,,,,,348.0135,1.8031,12.1125,56.1097,226.5,0,2,21.8,Guangzhou,23.120049,113.30765
12/1/13,2013,12,01,,,,,,,,351.3329,1.986,13.775,55.1208,227.25,0,3.5,22,Guangzhou,23.120049,113.30765
12/2/13,2013,12,02,,,,,,,,357.5216,2.227,13.6,61.0737,209.875,0,4.375,19,Guangzhou,23.120049,113.30765
12/3/13,2013,12,03,,,,,,,,19.6417,1.2105,13.95,70.6892,198.625,0,6.75,11.36,Guangzhou,23.120049,113.30765
12/4/13,2013,12,04,,,,,,,,348.0589,3.0496,14.9875,61.5065,189.25,0,6.375,12.1667,Guangzhou,23.120049,113.30765
12/5/13,2013,12,05,,,,,,,,354.6583,1.7919,13.4125,60.8617,188.125,0,4.375,12.7143,Guangzhou,23.120049,113.30765
12/6/13,2013,12,06,83.6075,131.619,"1,028",12.0866,40.9293,64.6074,52.7201,351.0405,2.679,13.9,61.4256,178.75,0,5.375,9.5714,Guangzhou,23.120049,113.30765
12/7/13,2013,12,07,101.9806,140.2247,"1,106",11.7016,42.7183,65.94,52.8494,349.2924,1.7576,14.4875,67.3275,182.25,0,7.625,6.4,Guangzhou,23.120049,113.30765
12/8/13,2013,12,08,122.1136,161.9829,"1,370",12.1562,53.629,55.3467,40.9811,359.6677,0.8892,16.25,75.3328,158.25,0,11.125,5.4625,Guangzhou,23.120049,113.30765
12/9/13,2013,12,09,129.7969,162.7608,"1,276",14.0514,35.4182,56.525,47.8479,358.2622,4.2293,19.325,60.791,148,0,11.125,6.0667,Guangzhou,23.120049,113.30765
12/10/13,2013,12,10,140.987,145.9081,"1,354",14.6193,27.8299,68.4444,53.3667,0.7578,2.3796,16.6625,59.735,157.375,0,8.5,4.3833,Guangzhou,23.120049,113.30765
