Date,Year,Month,Day,PM2.5,PM10,CO,SO2,NO2,1hO3,8hO3,WD,WS,Temp,RH,sea-level-pres,6hr-precip,dewpoint,visibility,City,lon,lat
12/11/13,2013,12,11,112.6806,132.4344,"1,113",13.1996,24.1869,52.5933,39.6775,10.6008,3.1414,15.2875,53.5022,181.25,0,5.75,7.08,Guangzhou,23.120049,113.30765
12/12/13,2013,12,12,110.3593,126.6352,"1,022",11.6165,32.5909,29.3533,26.5767,17.1315,1.1053,13.1375,69.3092,184.5,0.5,7.375,5.3125,Guangzhou,23.120049,113.30765
12/13/13,2013,12,13,130.6278,192.7277,"1,180",7.8649,31.3053,19.6424,14.8051,347.9803,3.5194,13.8571,87.5493,192.5714,1.8333,11.7143,3.0143,Guangzhou,23.120049,113.30765
12/14/13,2013,12,14,83.2375,,"1,004",3.3134,24.5368,19.7273,14.897,353.3637,3.6994,13.325,95.5615,203.75,2.1333,12.7143,2.6,Guangzhou,23.120049,113.30765
12/15/13,2013,12,15,49.7862,77.6667,891,2.2234,18.3858,21.5133,17.805,4.4453,3.3096,12.675,96.4786,184.875,8.5,12.125,3.225,Guangzhou,23.120049,113.30765
12/16/13,2013,12,16,10.6272,42.5556,"1,009",2.1219,17.373,19.963,16.288,1.6121,4.559,9.4875,95.1904,177.75,5.75,8.75,9.3571,Guangzhou,23.120049,113.30765
12/17/13,2013,12,17,,,,,,,,349.0224,4.3619,9.1286,91.0815,180.5714,12,7.7143,19.1667,Guangzhou,23.120049,113.30765
12/18/13,2013,12,18,,40.9134,,,,,,356.5599,5.7,9.45,65.2498,218.625,0,3.125,26.125,Guangzhou,23.120049,113.30765
12/19/13,2013,12,19,30.8974,45.1905,555,3.8247,15.0704,39.48,33.105,2.9411,3.8646,9.225,64.3549,237.375,0,2.5,18.125,Guangzhou,23.120049,113.30765
12/20/13,2013,12,20,46.8043,74.2496,665,6.014,21.4051,41.8303,33.6753,351.3296,3.4032,10.15,64.5832,243.125,0,3.5,13.125,Guangzhou,23.120049,113.30765
12/21/13,2013,12,21,74.1831,100.4095,750,8.3431,20.9106,47.9818,41.4061,355.4677,4.3282,10.6375,57.1301,255.25,0,2.25,7.2857,Guangzhou,23.120049,113.30765
12/22/13,2013,12,22,76.3179,97.9159,795,9.8005,23.654,51.94,44.4267,360,3.1084,9.2714,50.757,257.7143,0,-1.1429,7.7143,Guangzhou,23.120049,113.30765
12/23/13,2013,12,23,75.8836,95.6636,846,9.9594,28.1569,48.8444,39.2222,356.2391,2.843,10.8875,52.6014,237.75,0,0.875,8.5,Guangzhou,23.120049,113.30765
12/24/13,2013,12,24,72.6732,99.6577,898,10.4722,29.8563,52.1733,41.5,356.7216,3.7379,10.85,52.226,244,0,0.75,9.25,Guangzhou,23.120049,113.30765
12/25/13,2013,12,25,87.7938,112.7307,935,11.3837,30.6285,54.74,45.0742,353.6983,3.4758,11.85,49.9175,227.875,0,1.5,8.75,Guangzhou,23.120049,113.30765
12/26/13,2013,12,26,74.6797,94.0652,774,10.574,23.9086,59.163,51.0519,357.4697,4.842,11.4875,43.2409,226.625,0,-1.25,9.625,Guangzhou,23.120049,113.30765
12/27/13,2013,12,27,132.4907,155.5548,"1,189",19.7015,22.3045,58.5879,50.6503,358.6953,3.7554,10.85,38.4286,250.75,0,-2.875,5.5667,Guangzhou,23.120049,113.30765
12/28/13,2013,12,28,97.0542,118.8534,986,10.9288,25.7484,47.0867,41.6655,353.603,3.3146,7.9375,41.8419,243.375,0,-5.5,8.1429,Guangzhou,23.120049,113.30765
12/29/13,2013,12,29,58.683,99.7519,885,8.0164,28.8975,46.0303,38.5919,16.8243,2.3457,8.5375,42.7864,238.875,0,-5,14,Guangzhou,23.120049,113.30765
12/30/13,2013,12,30,76.3416,102.4562,995,11.4986,40.2698,47.0815,37.3753,325.1318,1.9058,9.625,55.0615,231.5,0,-0.875,10.375,Guangzhou,23.120049,113.30765
12/31/13,2013,12,31,,,,,,,,356.0743,2.0993,10.8625,56.4744,218.5,0,1,9,Guangzhou,23.120049,113.30765
1/1/14,2014,01,01,,,,,,,,355.962,1.2125,11.8571,59.0539,197.8571,0,1.5714,12.6,Guangzhou,23.120049,113.30765
1/2/14,2014,01,02,122.02,145.6443,"1,458",13.2675,60.4808,49.1867,33.0322,5.6529,1.1401,13.2375,75.4364,170.375,0,8.375,5.1125,Guangzhou,23.120049,113.30765
1/3/14,2014,01,03,134.9666,163.3523,"1,501",10.7389,52.2812,61.5152,41.1551,340.9506,1.6413,17.05,74.6456,164.25,0,12,6.6143,Guangzhou,23.120049,113.30765
1/4/14,2014,01,04,129.625,169.7647,"1,254",14.5225,35.8945,61.8121,51.8535,349.4029,3.6635,15.5125,54.8883,190,0,5.75,8.375,Guangzhou,23.120049,113.30765
1/5/14,2014,01,05,114.8106,151.9945,"1,166",13.6399,46.9202,67.0727,50.3381,5.6949,1.0846,12.475,58.7923,190.5,0,3.25,9.6714,Guangzhou,23.120049,113.30765
1/6/14,2014,01,06,155.5716,175.3064,"1,286",13.0271,48.7323,71.9515,43.104,64.6586,0.9697,13.7429,75.0046,180.5714,0,8.7143,7.2,Guangzhou,23.120049,113.30765
1/7/14,2014,01,07,97.831,119.0755,"1,115",11.4833,43.0767,42.7,21.8896,71.2004,0.8076,16.975,79.6501,166.125,0.15,13.25,5.7875,Guangzhou,23.120049,113.30765
1/8/14,2014,01,08,90.4059,112.7619,"1,417",5.5475,31.7732,19.6667,16.2849,360,4.625,14.8,82.4204,196.375,0.4,11.75,8.3125,Guangzhou,23.120049,113.30765
1/9/14,2014,01,09,48.5461,67.6232,"1,152",4.4899,19.8038,35.28,30.0825,357.9803,3.6392,12.4875,63.3866,244.125,0,5.625,14,Guangzhou,23.120049,113.30765
1/10/14,2014,01,10,69.3416,102.13,"1,104",6.3075,27.7677,33.897,24.054,30.2561,1.4435,12.6125,71.5686,248.125,0,7.375,10.675,Guangzhou,23.120049,113.30765
1/11/14,2014,01,11,99.1045,130.2237,"1,267",8.68,37.0924,48.9533,34.2942,337.8466,0.9781,15.025,75.1496,237.75,0,10.25,8.05,Guangzhou,23.120049,113.30765
1/12/14,2014,01,12,,104.1606,,,,,,360,4.2845,13.8625,72.4267,247.875,0,8.75,11.325,Guangzhou,23.120049,113.30765
1/13/14,2014,01,13,42.437,59.2947,"1,037",7.63,17.0191,55.0667,46.2667,2.7426,4.4674,10.1625,64.447,255.875,0,3.625,14.875,Guangzhou,23.120049,113.30765
1/14/14,2014,01,14,42.5908,84.4,778,4.1563,21.7649,45.08,36.4156,13.2959,2.5089,10.075,66.0049,251.625,0,3.625,16.7143,Guangzhou,23.120049,113.30765
1/15/14,2014,01,15,67.0505,90.1242,778,5.4871,26.1282,51.8,45.7531,352.9902,2.0441,9.525,62.9577,263.375,0,1.75,11.0429,Guangzhou,23.120049,113.30765
1/16/14,2014,01,16,101.0606,138.1786,"1,150",7.2725,48.0358,51.8424,39.5101,350.6904,2.0186,10.2125,71.9682,246,0,4,8.575,Guangzhou,23.120049,113.30765
1/17/14,2014,01,17,97.1984,137.7663,"1,043",8.4458,40.4783,62.5333,44.7093,355.0384,2.9659,11.9125,69.6536,239.5,0,5.25,7.875,Guangzhou,23.120049,113.30765
1/18/14,2014,01,18,70.7695,102.5128,706,7.0521,24.7506,61.1333,53.6048,4.2201,3.626,13.7125,44.2767,273,0,0.875,14.5,Guangzhou,23.120049,113.30765
1/19/14,2014,01,19,102.9091,136.4551,854,9.565,37.1141,79.1,62.7267,19.7592,1.6289,10.2625,60.3137,265.375,0,1.375,8.85,Guangzhou,23.120049,113.30765
1/20/14,2014,01,20,,85.2105,,,,,,3.1938,3.0695,12.8375,52.5742,249.5,0,1.5,9.7625,Guangzhou,23.120049,113.30765
1/21/14,2014,01,21,71.0576,108.7067,716,8.3588,22.5743,59.7333,52.9321,3.3637,4.3718,12.1875,29.4023,257,0,-5.875,12.125,Guangzhou,23.120049,113.30765
1/22/14,2014,01,22,51.6922,86.293,717,4.7166,26.4069,54.7866,47.1508,352.1085,1.9915,8.8625,46.6005,259.25,0,-4.375,15.625,Guangzhou,23.120049,113.30765
1/23/14,2014,01,23,87.7939,121.1697,"1,010",10.7964,44.3483,64.5556,51.5338,38.123,0.9871,8.875,64.2495,231.875,0,0.25,10.45,Guangzhou,23.120049,113.30765
1/24/14,2014,01,24,56.3182,86.0909,580,5.8227,33.2237,57.8667,41.3583,27.1813,0.8197,12.9625,74.158,189.5,0,7.75,9.925,Guangzhou,23.120049,113.30765
1/25/14,2014,01,25,74.0787,93.5086,,,,,,350.0878,1.7086,16.7875,79.4135,180,0,13,12.8571,Guangzhou,23.120049,113.30765
1/26/14,2014,01,26,76.2743,99.0231,"1,048",5.3575,31.2368,56.1037,47.3759,9.9857,1.111,18.4875,73.7696,192.75,0,13.25,12.8429,Guangzhou,23.120049,113.30765
1/27/14,2014,01,27,93.9781,108.7648,931,5.958,26.4876,70.98,55.5178,254.8285,0.3495,16.5875,78.6661,205.25,0,12.375,6.3375,Guangzhou,23.120049,113.30765
1/28/14,2014,01,28,84.3187,102.1034,936,5.8195,34.2086,71.0733,55.1144,343.0683,0.8083,15.0625,80.6147,203.625,0,11.25,5.925,Guangzhou,23.120049,113.30765
1/29/14,2014,01,29,100.9744,108.396,"1,037",5.4645,36.7996,87.7333,71.74,324.1982,1.0337,15.8,77.5728,198.625,0,11,5.1875,Guangzhou,23.120049,113.30765
1/30/14,2014,01,30,85.8375,72.8824,991,5.9083,31.2961,88.6667,70.0175,356.7698,0.7587,16.2875,75.413,193,0,10.875,7.5125,Guangzhou,23.120049,113.30765
1/31/14,2014,01,31,119.0539,92.0873,879,7.886,23.4991,73.6296,61.8982,148.1481,0.2333,16.9875,70.9673,181.5,0,10.375,9.4,Guangzhou,23.120049,113.30765
2/1/14,2014,02,01,52.0381,51.8947,652,4.004,15.0786,54.6,47.9578,345.376,0.5899,17.75,78.1633,154.25,0,13.25,10.875,Guangzhou,23.120049,113.30765
2/2/14,2014,02,02,48.5546,60.9847,747,3.8822,18.5093,63.14,49.7758,347.2652,1.0657,17.4875,78.9363,117,0,13,9.675,Guangzhou,23.120049,113.30765
2/3/14,2014,02,03,47.5536,54.7895,703,3.1701,18.1667,62.4296,49.4213,345.2123,1.6495,18.25,76.3799,100.875,0,13,11.3375,Guangzhou,23.120049,113.30765
2/4/14,2014,02,04,,,,,,,,142.844,1.4128,17.4875,80.4012,126,0,13.875,10.75,Guangzhou,23.120049,113.30765
2/5/14,2014,02,05,35.0191,41.6046,793,3.584,12.3941,51.1259,42.0454,153.5001,1.7522,18.6,77.8635,133.75,0.1,14.5,11.8375,Guangzhou,23.120049,113.30765
2/6/14,2014,02,06,28.9929,42.3288,846,4.1924,14.8649,41.5333,30.3732,154.8227,1.4037,19.75,80.3427,115.5,0,16.125,14.875,Guangzhou,23.120049,113.30765
2/7/14,2014,02,07,31.6065,34.7826,883,3.3521,15.3427,27.7926,20.1972,7.8398,1.8189,17.65,85.6233,111,0.8,15.125,11.375,Guangzhou,23.120049,113.30765
2/8/14,2014,02,08,22.2167,19.1139,923,1.5237,10.3194,9.6963,6.9546,4.8064,3.0226,10.375,86.9421,129.625,0.6033,8.25,13.775,Guangzhou,23.120049,113.30765
2/9/14,2014,02,09,8.3393,21.5383,810,1.116,10.1154,12.18,8.1433,360,5.5647,8.4625,91.4839,144.625,2.8,7.125,19.3625,Guangzhou,23.120049,113.30765
2/10/14,2014,02,10,30.7417,43.8629,767,2.6091,8.3587,30.94,28.3208,2.9636,4.9614,6.5625,61.9478,216.375,0.055,-0.25,21,Guangzhou,23.120049,113.30765
2/11/14,2014,02,11,43.5161,51.8731,585,4.0507,10.4947,34.86,32.2058,1.1567,4.2358,5.025,54.8106,219.625,0,-3.375,17.25,Guangzhou,23.120049,113.30765
2/12/14,2014,02,12,50.6917,54.0304,617,2.4698,13.328,29.3482,28.2852,357.0732,3.3492,4.9,81.1148,207.125,1,1.75,8.5125,Guangzhou,23.120049,113.30765
2/13/14,2014,02,13,33.5333,46.6548,586,2.3993,13.8099,25.48,19.2189,358.9233,4.5504,5.45,83.9339,238.5,1.4,2.875,12.7857,Guangzhou,23.120049,113.30765
2/14/14,2014,02,14,47.2077,55.3073,545,3.3695,13.3301,37.2909,32,2.4454,4.008,7.9875,62.0894,239,0,1,14.375,Guangzhou,23.120049,113.30765
2/15/14,2014,02,15,50.2458,62.8787,601,3.0666,17.2695,25.9933,25.4758,9.0816,2.7086,7.4125,73.1602,216.5,0.01,2.875,11.225,Guangzhou,23.120049,113.30765
2/16/14,2014,02,16,64.9727,89.0193,939,5.3727,27.7437,12.6667,11.6698,329.6077,0.8851,12.05,78.57,185.75,0,8.375,8.725,Guangzhou,23.120049,113.30765
2/17/14,2014,02,17,,,,,,,,350.9183,1.3543,16.175,85.2645,180.875,0,13.625,6.325,Guangzhou,23.120049,113.30765
2/18/14,2014,02,18,,,,,,,,358.992,4.8607,11.125,91.2635,182.625,4,9.75,12.9875,Guangzhou,23.120049,113.30765
2/19/14,2014,02,19,,,,,,,,358.3879,4.559,6.6875,78.6292,239.75,2.1333,3.125,20.4375,Guangzhou,23.120049,113.30765
2/20/14,2014,02,20,27.8056,47.8933,,,,,,4.5587,2.2643,8.9875,64.4823,258.625,0,1.25,20,Guangzhou,23.120049,113.30765
2/21/14,2014,02,21,,,,,,,,55.4633,0.393,10.6,69.6369,246,0,4.625,15.8571,Guangzhou,23.120049,113.30765
2/22/14,2014,02,22,67.9192,87.3834,685,4.7697,33.0914,33.2267,20.9584,4.8314,0.9483,11.7,83.7253,236.375,0.37,9,9.5714,Guangzhou,23.120049,113.30765
2/23/14,2014,02,23,63.1229,77.1155,693,5.4464,31.1461,84,57.2225,41.491,1.1697,15.0125,75.8837,227.5,0.9,10,9.7375,Guangzhou,23.120049,113.30765
2/24/14,2014,02,24,53.8552,75.3283,554,7.243,34.9363,57.2667,39.7083,156.1682,0.785,16.45,78.4039,202.625,0,12.25,11.3625,Guangzhou,23.120049,113.30765
2/25/14,2014,02,25,49.2451,74.6008,757,7.2988,36.2039,34.5333,24.3037,147.3653,0.9332,19.0375,83.4894,181.875,0.5,16,10.0125,Guangzhou,23.120049,113.30765
2/26/14,2014,02,26,65.8736,95.2431,"1,001",5.2382,30.7021,36.6,28.079,356.084,2.2775,20.025,85.2639,181.125,0,17.25,7.8875,Guangzhou,23.120049,113.30765
2/27/14,2014,02,27,,,,,,,,114.3628,1.258,20.6875,74.1468,184.5,0,15.625,13.25,Guangzhou,23.120049,113.30765
2/28/14,2014,02,28,,,,,,,,109.8677,1.4104,19.1,82.3044,163.75,0.1367,16,10.125,Guangzhou,23.120049,113.30765
